PDB,IRMSD,PID,label,HADDOCK,PIsToN,dMaSIF,DeepRank-GNN,GNN-DOVE,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE
3D5S_374,17.16,3D5S,0,3.090280000000001,1.060981512,0.943038702,0.008932743,0.2274,596.349,178.387,-1.384,3.722,-0.2476,-49.55,0.704758
3D5S_375,20.61,3D5S,0,-30.91837,1.823227763,-0.83344835,0.010279951,0.2378,647.103,294.582,2.694,1.302,-0.0559,-38.93,0.523749
3D5S_376,18.22,3D5S,0,-21.64642,1.748299599,-0.836564839,0.006109929,0.2274,272.23,194.796,-2.658,1.857,-0.1217,-43.55,0.655716
3D5S_377,15.04,3D5S,0,-16.00841,0.371222734,-0.413700432,0.015951678,0.2461,863.496,311.358,-6.29,0.05,-0.0729,-43.45,0.375431
3D5S_378,18.3,3D5S,0,44.10871999999999,1.156614542,-0.163237646,0.005167095,0.2563,1846.16,533.083,13.006,1.471,-0.0459,-40.74,0.339395
3D5S_379,14.93,3D5S,0,7.0159999999999965,-1.369303226,0.67672807,0.010279951,0.289,711.626,249.646,20.53,0.72,-0.3071,-58.37,0.684808
3D5S_380,18.08,3D5S,0,168.854408,0.127381682,-0.409893602,0.010279951,0.4593,2019.35,642.878,26.497,1.848,-0.125,-55.47,0.500561
3D5S_381,17.07,3D5S,0,-38.129,0.708889365,-0.508315325,0.0057704,0.2406,103.822,98.925,-5.062,3.265,-0.1936,-46.16,1.045645
3D5S_382,16.08,3D5S,0,-61.04351,0.894138634,-0.659012616,0.008318432,0.2819,499.889,243.884,1.543,-0.52,-0.1914,-42.3,0.449642
3D5S_383,19.86,3D5S,0,-0.98023,0.073349833,-0.062977493,0.010279951,0.2762,802.831,270.144,25.322,-0.013,-0.1656,-67.56,0.510238
3D5S_384,19.39,3D5S,0,-7.99339,1.723350763,-1.383492231,0.005988544,0.234,406.816,197.298,14.464,2.327,-0.219,-42.56,0.676347
3D5S_385,18.31,3D5S,0,-0.6993,1.249189258,-0.534742892,0.005350701,0.2411,1030.81,357.833,5.78,1.856,-0.0263,-38.76,0.41973
3D5S_386,17.69,3D5S,0,-27.9158,1.532915592,1.07821393,0.007053344,0.2274,130.851,122.991,-13.748,3.093,-0.2835,-45.91,0.599975
3D5S_387,17.83,3D5S,0,-28.571645,0.002302766,-1.085863233,0.010279951,0.2712,1173.1,312.822,-15.211,1.567,-0.0853,-61.36,0.620539
3D5S_388,13.7,3D5S,0,10.447439999999991,1.40641284,0.303135455,0.009999442,0.2823,972.635,332.516,13.148,0.969,-0.0284,-36.72,0.639415
3D5S_389,15.26,3D5S,0,68.66413,1.718462229,-0.370325863,0.009080994,0.2446,860.781,341.986,10.969,1.354,-0.1319,-37.39,0.501909
3D5S_390,14.45,3D5S,0,194.00728,0.795792401,-0.461574107,0.004413588,0.2274,1102.63,378.17,-6.673,3.41,-0.1544,-65.74,0.642807
3D5S_391,15.16,3D5S,0,88.613,1.020651698,1.140816212,0.008315059,0.2274,1046.14,414.047,-1.342,3.585,-0.1196,-62.5,0.60082
3D5S_392,14.49,3D5S,0,21.8319,0.664678156,-0.848447025,0.026211336,0.2719,1923.98,381.322,2.594,2.179,-0.1136,-66.24,0.664762
3D5S_393,17.02,3D5S,0,34.74365,1.621512771,0.811685741,0.010279951,0.3233,1114.32,416.24,14.732,2.251,-0.0904,-53.64,0.896
3D5S_394,14.26,3D5S,0,193.57058,0.354963899,0.523031652,0.010279951,0.3499,1945.26,610.525,10.698,0.439,0.0465,-66.37,0.673792
3D5S_395,14.94,3D5S,0,32.18495,1.434857845,0.564329505,0.010279951,0.2443,1300.95,267.566,24.781,1.979,-0.3594,-72.6,0.98572
3D5S_396,17.7,3D5S,0,197.24541,1.296657324,0.260297775,0.00454589,0.718,2419.67,819.599,38.689,-0.151,-0.036,-99.62,0.555355
3D5S_397,15,3D5S,0,2.75432,1.129760146,0.765661955,0.003964955,0.2274,465.318,254.395,-5.338,2.721,-0.1482,-65.4,0.846197
3D5S_398,18.64,3D5S,0,57.09397,1.349531412,-1.19476974,0.010279951,0.2904,856.219,329.126,6.715,-0.759,-0.0372,-36.89,0.58099
3D5S_399,16.42,3D5S,0,20.974999999999994,1.588705301,-0.909325898,0.006526469,0.2957,1104.76,348.146,5.808,-0.401,-0.0445,-38.1,0.246012
3D5S_400,13.82,3D5S,0,171.95248999999998,0.992040992,0.509995103,0.010279951,0.3878,1793.24,611.907,19.273,1.515,0.0624,-75.42,0.764863
1KAC_1,12.02,1KAC,0,-23.71988,-0.036140323,0.280108273,0.010279951,0.2338,1033,256.325,-4.822,0.948,-0.069,-73.22,0.889502
1KAC_2,12.13,1KAC,0,-4.14546,-0.112794042,0.540171266,0.010279951,0.2746,1920.31,431.173,-4.976,-0.265,-0.1394,-91.89,0.746718
1KAC_3,16.23,1KAC,0,-30.40002,1.350425243,0.504624426,0.005445705,0.2672,386.66,264.448,-14.672,2.221,-0.1726,-59.79,0.802819
1KAC_4,15.59,1KAC,0,86.653664,1.407646656,-0.461574107,0.004759987,0.2934,1122.62,414.999,-3.564,1.593,-0.1606,-59.93,0.657759
1KAC_5,16.2,1KAC,0,-49.3349,1.508974314,0.390811175,0.005824789,0.2607,646.204,325.791,-10.002,2.606,-0.0363,-58.77,0.79833
1KAC_6,14.54,1KAC,0,-57.56948,0.831513703,0.434071153,0.003800377,0.2627,0.623965,74.004,-12.869,0.639,-0.2456,-50.49,1.138657
1KAC_7,12.48,1KAC,0,-50.23689,-0.799906313,0.388148636,0.010279951,0.2389,209.077,131.975,-7.53,2.082,-0.1631,-68.4,1.094173
1KAC_8,13.8,1KAC,0,20.16246,1.22642827,-0.329457909,0.014372934,0.3053,323.394,233.349,1.247,-1.609,0.0234,-66.06,0.700242
1KAC_9,13.5,1KAC,0,-7.30514,1.680960536,0.19424513,0.006741098,0.2493,511.331,184.649,-5.403,1.695,-0.1601,-61.67,0.665101
1KAC_10,13.46,1KAC,0,-3.64867,1.555159807,-0.192274496,0.004012593,0.2765,222.18,186.45,0.034,-0.881,0.0695,-62.32,0.691645
1KAC_11,12.37,1KAC,0,201.1637,-0.215516567,0.27913627,0.010279951,0.2434,1853.06,555.608,1.397,0.804,-0.0215,-105.74,0.734111
1KAC_12,15.02,1KAC,0,0.8921419999999998,1.752213597,0.256408781,0.005353316,0.2638,789.118,279.841,-11.642,-0.129,-0.1833,-57.7,0.857542
1KAC_13,12.25,1KAC,0,95.433886,-1.551457524,0.55451721,0.010279951,0.2752,2130.64,492.745,-2.773,-3.758,-0.0666,-107.13,0.790221
1KAC_14,14.17,1KAC,0,-41.1671,1.558256626,0.762046754,0.004687147,0.2559,21.9113,57.199,-15.179,0.523,-0.1495,-44.86,1.073802
1KAC_15,17.21,1KAC,0,39.6066,1.222205758,0.212207377,0.0071023,0.264,341.062,240.026,-8.056,-0.453,-0.137,-57.72,0.670295
1KAC_16,12.41,1KAC,0,-3.24666,0.001430035,0.3068389,0.010279951,0.2398,751.831,205.148,-5.719,0.563,-0.1867,-68,0.863462
1KAC_17,15.6,1KAC,0,19.136198,1.467073321,0.356366336,0.00379908,0.2845,108.719,145.163,-9.153,2.262,-0.1244,-46.77,0.648118
1KAC_18,12.38,1KAC,0,25.49767,-0.007333159,0.410466969,0.010279951,0.2337,500.562,159.225,-6.482,1.684,-0.0956,-58.86,0.869892
1KAC_19,15.46,1KAC,0,68.46448,1.156714201,0.37683019,0.004837645,0.2789,675.643,346.969,-5.677,2.803,-0.058,-53.37,0.676343
1KAC_20,13.05,1KAC,0,-13.09262,0.995817006,-0.430050999,0.005025487,0.2762,541.733,298.019,2.931,-2.445,-0.0431,-75.02,0.852516
1KAC_21,17,1KAC,0,-13.14453,1.53824234,0.4133645,0.006172224,0.2795,779.384,332.359,-9.908,-0.718,-0.0122,-73.28,0.567611
1KAC_22,12.47,1KAC,0,10.442279999999997,0.171947241,0.601872206,0.010037804,0.2514,993.991,220.287,-8.975,-0.262,-0.0374,-74.05,0.905084
1KAC_23,16.27,1KAC,0,63.15721799999999,1.303086758,0.361977428,0.005625223,0.2983,1619.76,529.102,-4.102,0.171,-0.0712,-85.41,0.291671
1KAC_24,17.98,1KAC,0,47.7059,1.67195797,-0.461574107,0.026973017,0.2274,523.684,255.492,3.282,1.99,-0.0947,-61.3,0.701709
1KAC_25,18.86,1KAC,0,64.46282000000001,0.923490942,-0.079247609,0.005328523,0.2274,425.579,271.061,0.713,3.139,-0.016,-76.15,0.667843
1KAC_26,12.11,1KAC,0,37.28048,0.001883864,0.485375613,0.010279951,0.2409,1217.05,349.268,0.114,-0.795,-0.229,-79.16,0.6371
1KAC_27,17.13,1KAC,0,-0.91982,1.585220456,-0.508315325,0.005821575,0.2606,350.333,238.718,-10.274,1.135,-0.1015,-56.39,0.575118
1KAC_28,13.18,1KAC,0,6.1214,1.261813641,-0.308040023,0.002706877,0.3211,798.857,348.275,-4.135,-1.143,0.083,-77.36,0.786559
1KAC_29,13.34,1KAC,0,62.95094000000001,1.096479416,-0.827467144,0.001986605,0.5665,1735.35,489.385,-3.787,-3.8,0.0659,-101.49,0.591749
1KAC_30,14.18,1KAC,0,60.89629,1.233056545,-0.280074805,0.003587375,0.2675,1359.52,451.789,7.009,-3.228,-0.0041,-87.4,0.567513
1KAC_31,12.46,1KAC,0,-22.70141,0.003167391,0.674611986,0.010279951,0.2479,600.775,200.256,-12.045,-0.888,-0.2602,-64.34,0.899618
1KAC_32,12.47,1KAC,0,104.90577,-0.113495469,0.083890893,0.009278124,0.2556,1214.79,429.988,-0.452,0.124,-0.0516,-99.67,0.916173
1KAC_33,13.28,1KAC,0,152.838681,0.859490395,-0.690083861,0.009677681,0.2867,1409.55,497.883,9.477,-3.355,0.0538,-99.63,0.495695
1KAC_34,12.28,1KAC,0,83.39165000000001,1.244737148,0.75462693,0.007354633,0.2433,905.944,220.424,-6.971,1.569,0.0473,-55.99,0.632971
1KAC_35,11.63,1KAC,0,68.84012,-1.434291124,0.57250458,0.00969619,0.2274,402.838,210.584,-5.739,1.74,-0.2385,-44.17,0.908405
1KAC_36,16.98,1KAC,0,-0.32744,1.580138445,0.609667301,0.005904938,0.2489,504.865,236.958,-10.172,1.854,-0.1413,-46.07,0.715706
1KAC_37,15.88,1KAC,0,-34.021222,1.644617438,0.304358214,0.004256933,0.2564,171.617,175.782,-9.777,2.169,-0.0131,-29,0.809409
1KAC_38,13.22,1KAC,0,3.6080999999999976,-0.032466173,0.112751171,0.010053223,0.2274,710.497,233.285,-3.811,-1.76,0.024,-56.77,0.754098
1KAC_39,12.38,1KAC,0,100.12581,0.066068292,0.522481024,0.008467834,0.245,901.262,313.99,-5.21,-0.181,0.0019,-64.42,0.63029
1KAC_40,14.49,1KAC,0,24.35985,1.715525866,0.450591981,0.010279951,0.2637,595.112,242.285,1.568,-0.717,-0.1443,-57.41,0.813296
1KAC_41,12.15,1KAC,0,137.25587,1.715042591,0.653875113,0.004797921,0.2404,1266.96,328.174,-0.354,0.376,0.1703,-73.36,0.655626
1KAC_42,12.13,1KAC,0,-3.70349,-0.004839778,0.356591612,0.010279951,0.2347,494.865,254.279,0.28,0.329,-0.1786,-73.67,0.809339
1KAC_43,17.9,1KAC,0,33.36277,0.874360621,0.241115376,0.006912273,0.2274,311.272,211.589,1.617,2.203,-0.0235,-50.54,0.780045
1KAC_44,14.21,1KAC,0,82.06709,1.715148568,0.593863964,0.004409291,0.2851,514.056,169.707,-11.135,0.365,-0.1709,-45.89,1.011514
1KAC_45,19.37,1KAC,0,-13.032012,1.620413303,-0.659450769,0.004566163,0.2274,-5.10976,71.131,-9.473,2.734,-0.0321,-44.52,0.783501
1KAC_46,13.85,1KAC,0,10.715069999999995,0.695902586,0.771237791,0.010279951,0.2274,674.309,199.135,-12.935,1.62,0.0345,-55.05,0.672158
1KAC_47,17.15,1KAC,0,21.13042,1.195567966,0.227867886,0.005552939,0.264,764.397,334.142,-7.831,-0.006,-0.1529,-74.41,0.559792
1KAC_48,14.37,1KAC,0,34.9301,1.540204167,0.258147866,0.009223397,0.2556,530.354,284.277,-7.561,-0.759,-0.2443,-63.78,0.808847
1KAC_49,14.63,1KAC,0,11.96707,1.134794831,0.077583387,0.009345327,0.2362,685.103,311.753,5.883,1.878,-0.1204,-71.31,0.726678
1KAC_50,19.57,1KAC,0,-27.64635,1.685355663,-0.461574107,0.003992009,0.2274,604.021,193.411,-1.454,2.55,-0.0894,-69.33,0.735562
1KAC_51,14.42,1KAC,0,-34.43400431,0.670463443,0.112719648,0.007373771,0.2385,308.421,97.116,0.702,2.619,-0.0207,-44,1.052604
1KAC_52,16.5,1KAC,0,74.6884,1.348686934,0.462052375,0.005852117,0.2544,595.808,310.729,-11.796,2.817,-0.0236,-58.82,0.756398
1KAC_53,14.33,1KAC,0,42.07599,1.18715024,0.184590206,0.000909454,0.2274,137.874,137.451,-3.507,1.515,-0.1876,-50.77,0.925357
1KAC_54,14.69,1KAC,0,134.40791,1.017810106,0.276777923,0.005414553,0.2742,1651.95,427.211,-4.088,0.266,-0.2626,-71.36,0.509792
1KAC_55,12.81,1KAC,0,-3.549976,1.136850595,-0.058463972,0.017294031,0.2914,611.466,315.403,-0.798,-1.883,-0.0115,-63.67,0.494826
1KAC_56,15.11,1KAC,0,-43.30542,1.314263105,0.621084034,0.00578045,0.2593,127.723,112.319,-12.993,0.68,-0.2219,-47.69,1.096835
1KAC_57,16.1,1KAC,0,-6.1568,0.990770519,0.282941341,0.004831992,0.2551,262.257,213.485,-5.784,1.037,-0.0349,-53.27,0.817926
1KAC_58,17.95,1KAC,0,9.73874,0.778026581,0.279019088,0.005839638,0.2274,248.087,183.615,-4.404,2.303,-0.056,-50.62,0.572249
1KAC_59,13,1KAC,0,77.96727999999999,1.418441057,-0.686235964,0.001570657,0.2998,1249.48,490.323,-3.393,-0.38,0.2325,-91.66,0.621721
1KAC_60,14.39,1KAC,0,74.599069,0.206148505,0.068420045,0.00986553,0.2274,681.805,234.337,2.471,3.82,-0.0198,-56.11,0.958273
1KAC_61,7.78,1KAC,1,99.33508,0.378420234,0.088753574,0.008125691,0.3044,1070.17,341.988,12.849,-1.495,0.1265,-79,0.586369
1KAC_62,14.41,1KAC,0,-38.18492,1.10710907,0.024287801,0.008052104,0.2442,657.03,140.526,1.265,2.004,-0.0015,-33.5,0.965025
1KAC_63,17.38,1KAC,0,-25.19883,1.29977107,0.255020589,0.006777261,0.263,725.5,348.072,-4.765,0.496,-0.1236,-61.85,0.583366
1KAC_64,16.13,1KAC,0,5.344204999999999,1.092473269,-0.691585958,0.004963326,0.2362,349.774,164.186,0.615,0.645,-0.1962,-60.58,0.613409
1KAC_65,12.46,1KAC,0,-6.30659,-0.022283792,0.779000163,0.009381409,0.2451,849.904,230.529,-7.461,-0.223,0.0654,-53.12,0.656347
1KAC_66,9.91,1KAC,1,24.41932,1.663651705,0.122874416,0.022989385,0.249,1221.71,356.634,2.493,-3.109,0.054,-84.32,0.521813
1KAC_67,7.95,1KAC,1,9.039279999999998,1.297401071,0.138483331,0.006629483,0.2732,1280.13,333.072,-1.194,1.753,-0.0061,-63.22,0.634037
1KAC_68,17.11,1KAC,0,120.39064000000002,1.532503605,0.108789511,0.006096281,0.2928,844.983,386.859,2.871,-1.615,-0.0142,-62.43,0.418624
1KAC_69,15.9,1KAC,0,-21.616666,1.507756829,0.044739638,0.005781854,0.2348,218.154,76.049,-9.324,-0.245,-0.0057,-36.04,0.669296
1KAC_70,13.63,1KAC,0,-20.995026,1.852777719,-0.137564808,0.010028519,0.3075,486.011,207.961,-1.585,-0.419,-0.1975,-65.7,0.948243
1KAC_71,12.85,1KAC,0,-39.45602,1.517438889,0.963443339,0.014128774,0.2365,29.6438,53.595,-11.799,1.072,0.0596,-32.97,0.885299
1KAC_72,15.83,1KAC,0,25.965444,1.292788506,0.298471898,0.004402283,0.2877,709.045,291.452,-8.311,1.533,-0.061,-48,0.566435
1KAC_73,9.43,1KAC,1,30.854690000000005,1.2607162,0.110511586,0.0208175,0.2361,519.928,178.806,-2.261,0.054,0.0205,-69.06,0.551295
1KAC_74,19.05,1KAC,0,54.45128,0.991919756,-0.176626608,0.005970034,0.2274,499.717,250.07,-3.654,-0.603,-0.0553,-66.39,0.606681
1KAC_75,13.31,1KAC,0,-7.37186,-1.433790684,0.319269896,0.009130362,0.2347,758.548,267.183,-7.874,0.52,-0.0305,-35.39,0.731767
1KAC_76,7.9,1KAC,1,69.52874999999999,1.130192518,-0.148988873,0.007266777,0.5581,1453.61,417.137,3.319,0.053,-0.1573,-90.94,0.773605
1KAC_77,11.96,1KAC,0,33.36581,1.150907516,0.316905171,-0.000699618,0.2274,1459.61,390.026,-4.366,-0.969,-0.1241,-64.3,0.790585
1KAC_78,14.44,1KAC,0,10.704672,1.024431229,0.531376481,0.006726564,0.2829,552.221,193.154,-7.753,-0.876,-0.288,-61.03,0.81913
1KAC_79,16.01,1KAC,0,79.79458000000001,0.118471384,0.318899304,0.007782666,0.2458,663.455,365.433,1.037,3.261,-0.1505,-92.61,0.902291
1KAC_80,12.01,1KAC,0,-28.039665,0.519851804,0.361846685,0.009971791,0.2274,591.049,195.265,-4.222,3.061,-0.3078,-61.58,0.798592
1KAC_81,16.61,1KAC,0,-30.76476,1.601024628,0.450720996,0.00549095,0.2418,424.829,211.566,-10.696,3.508,-0.012,-33.94,0.855292
1KAC_82,10.36,1KAC,1,89.76804,1.393296957,0.604987144,0.008000675,0.2579,973.389,187.916,-5.599,1.492,-0.1585,-49.62,0.852823
1KAC_83,12.19,1KAC,0,37.650074,1.464034796,0.333788961,0.010279951,0.2588,548.012,241.86,-3.747,2.768,-0.007,-67.52,0.768524
1KAC_84,16.25,1KAC,0,-9.46897,1.471704364,0.552221894,0.013347621,0.2274,265.425,148.544,1.611,1.531,-0.0802,-45.99,0.565441
1KAC_85,17.28,1KAC,0,-14.18189,1.501670599,0.495034277,0.005245339,0.2274,302.235,181.16,-13.85,1.36,-0.0189,-31.43,0.763634
1KAC_86,17.42,1KAC,0,-32.22798,1.380853057,-0.461574107,0.005477033,0.2433,715.034,333.32,-3.472,-1.763,-0.0635,-47.83,0.585619
1KAC_87,14.86,1KAC,0,-55.02878,1.271223307,0.482924968,0.00470324,0.2496,371.57,149.066,-13.537,1.758,-0.269,-53.3,0.97464
1KAC_88,14.37,1KAC,0,16.95968,0.415905237,-0.07528694,0.010279951,0.2399,1305.05,296.963,1.531,1.614,-0.0042,-50.94,0.866199
1KAC_89,17.77,1KAC,0,12.639960000000002,0.202848077,0.277758062,0.005245029,0.2274,496.251,220.436,-12.136,3.022,-0.1183,-48.17,0.612227
1KAC_90,16.92,1KAC,0,-54.0612,1.588293314,0.758028924,0.005256595,0.2364,-49.4102,84.894,-17.11,2.112,-0.0967,-29.12,0.850815
1KAC_91,12.79,1KAC,0,-1.88683,0.297994971,0.459651887,0.010279951,0.2274,256.829,142.685,-1.754,-0.586,-0.04,-55.34,0.657205
1KAC_92,11.52,1KAC,0,4.540479999999999,1.599250197,0.497479767,0.010279951,0.267,410.407,283.548,1.224,1.622,0.0291,-67.19,0.901036
1KAC_93,12.51,1KAC,0,-23.79805,0.008903384,0.458505213,0.010279951,0.2274,499.264,248.198,-3.344,2.402,-0.1713,-71.75,0.816823
1KAC_94,12.54,1KAC,0,28.8872,0.79332,0.908043444,0.007372112,0.2274,237.186,158.916,-8.514,1.267,0.1284,-46.42,0.791708
1KAC_95,13.07,1KAC,0,-37.90092,1.357958794,0.042959783,0.009447984,0.2808,248.957,146.382,-3.742,-1.043,-0.1692,-65.84,0.693525
1KAC_96,11.3,1KAC,0,16.72855,0.342667699,0.089178756,0.010279951,0.2907,992.265,276.709,13.213,0.408,0.0642,-38.11,0.522687
1KAC_97,16.49,1KAC,0,93.353438,0.739489853,0.320611894,0.009365947,0.2314,782.575,343.657,0.481,3.54,-0.1519,-87.73,0.742315
1KAC_98,15.77,1KAC,0,45.31056,0.146385312,-0.418071598,0.009445438,0.2274,251.085,164.095,4.248,3.664,-0.2569,-49.65,0.943612
1KAC_99,13.99,1KAC,0,12.27866,1.740650654,0.298595011,0.010279951,0.2549,209.627,146.118,-8.399,-0.351,-0.1165,-54.07,0.75363
1KAC_100,16.36,1KAC,0,-11.13601,0.741352975,0.408200115,0.005221773,0.2757,632.716,291.819,-8.999,0.326,-0.0318,-68.41,0.54827
1KAC_101,16.56,1KAC,0,-11.74117,1.314786673,-0.046737332,0.055109918,0.2544,251.636,127.564,-1.415,0.456,-0.1657,-41.97,0.762595
1KAC_102,10.51,1KAC,1,1.4429700000000008,1.441405773,0.22869432,0.042879526,0.2356,659.552,247.587,1.555,-0.539,-0.0968,-57.04,0.574796
1KAC_103,17.26,1KAC,0,40.797364,1.51797545,0.375938624,0.006869296,0.2655,842.585,355.064,-4.246,-0.086,-0.0269,-67.11,0.49554
1KAC_104,15.73,1KAC,0,12.248577,1.071222782,0.27384159,0.018188398,0.2618,407.352,163.149,4.132,1.414,-0.1153,-48.68,0.529979
1KAC_105,18.6,1KAC,0,-5.27836,0.837260306,-0.106792822,0.006703301,0.2274,669.211,290.544,0.641,2.808,-0.0361,-77.22,0.736358
1KAC_106,17.93,1KAC,0,-31.55892,1.688071251,0.327267557,0.00365691,0.2274,271.919,156.956,-9.598,1.998,-0.0933,-33.17,0.661751
1KAC_107,16.19,1KAC,0,27.516658,1.155653715,0.23590149,0.011294987,0.2274,632.004,278.042,5.667,2.004,-0.06,-57.34,0.385886
1KAC_108,15.42,1KAC,0,-16.8079,1.769253373,0.427136064,0.004494023,0.2274,152.72,121.378,0.315,-0.57,-0.1392,-32.52,0.689445
1KAC_109,19.47,1KAC,0,-6.75189,0.451233745,-0.094091691,0.00471159,0.2274,506.971,262.964,0.812,0.209,-0.0228,-68.46,0.566034
1KAC_110,17.11,1KAC,0,85.46686,1.30262661,0.208904117,0.005589805,0.2724,1040.58,363.162,-7.467,1.23,-0.1072,-77.31,0.483737
1KAC_111,13.75,1KAC,0,-4.885106,-0.006881952,0.321031421,0.009232979,0.2483,51.2487,114.407,-10.805,-1.506,-0.012,-53.5,0.959184
1KAC_112,17.71,1KAC,0,23.63868,1.591008544,-0.508315325,0.004469017,0.2504,804.746,345.909,-4.566,1.652,-0.2333,-64.91,0.475785
1KAC_113,19.27,1KAC,0,-4.795964,0.08697176,-0.43577686,0.005244266,0.2274,528.788,266.831,1.223,-0.897,-0.0011,-79.94,0.652839
1KAC_114,16.96,1KAC,0,76.33472,0.164654255,0.355735481,0.006148756,0.2755,250.386,217.897,-12.654,-0.517,-0.0046,-59.22,0.526429
1KAC_115,15.47,1KAC,0,-36.834421,0.795413315,0.145571232,0.010279951,0.2425,335.296,196.85,7.272,-1.415,-0.0114,-73.43,0.788422
1KAC_116,9.81,1KAC,1,-3.82865,1.139987946,0.157845542,0.013313303,0.2331,187.092,141.248,6.485,0.886,-0.0967,-56.74,0.639429
1KAC_117,17.95,1KAC,0,4.75133,1.594586968,0.366660029,0.008132651,0.2274,230.448,170.986,5.426,2.043,-0.0982,-37.49,0.739724
1KAC_118,18.39,1KAC,0,1.36252,1.155373812,-0.240516081,0.00713557,0.2274,400.353,246.018,-2.43,3.266,-0.0601,-55.29,0.493777
1KAC_119,18.05,1KAC,0,1.5603100000000012,0.098606467,-0.146840796,0.006310526,0.2335,662.574,329.174,-1.302,2.261,-0.0146,-73.82,0.576385
1KAC_120,17.72,1KAC,0,-31.12138,0.999023736,-0.461574107,0.005049636,0.2274,269.131,166.968,-14.279,1.709,-0.1436,-38.98,0.588707
1KAC_121,13,1KAC,0,57.75769,1.011483312,-0.073512711,0.002693937,0.2274,620.862,236.475,5.495,0.457,-0.2953,-50.14,0.770348
1KAC_122,13.06,1KAC,0,214.61866,0.690828145,-0.544157445,0.00289205,0.233,1252.28,510.863,-2.578,-0.142,0.0649,-106.56,0.697298
1KAC_123,15.2,1KAC,0,-18.96629,0.022815347,0.059996627,0.007069257,0.2274,-81.7859,31.368,-0.666,3.721,-0.0894,-41.31,1.024832
1KAC_124,12.98,1KAC,0,-8.07123,1.754579902,0.254802734,0.003876616,0.232,352.799,191.244,-12.886,2.192,-0.184,-48.7,0.460752
1KAC_125,14.48,1KAC,0,-23.414676,0.862739801,0.372410893,0.006434087,0.2648,670.33,283.702,-11.342,1.584,-0.368,-55.43,1.011033
1KAC_126,8.29,1KAC,1,152.2207,1.718982935,-0.534598291,0.001391009,0.3362,1719.3,561.364,12.481,-4.246,-0.0516,-37.1,0.56643
1KAC_127,19.2,1KAC,0,38.93261,1.371583819,-0.285184681,0.005000196,0.2274,457.517,199.647,-4.87,0.103,-0.1439,-62.54,0.833411
1KAC_128,11.56,1KAC,0,3.521889999999998,1.297217369,0.270966738,0.006415149,0.2306,896.728,259.671,9.655,-2.217,-0.0306,-68.15,0.605048
1KAC_129,19.29,1KAC,0,63.170100000000005,1.75284946,-0.078059062,0.004064376,0.2274,576.821,177.964,-6.506,2.718,-0.0947,-54.32,0.598923
1KAC_130,16.3,1KAC,0,250.28986200000003,0.913414896,-0.072932847,0.02072197,0.3326,1526.94,560.769,10.053,-0.227,-0.1835,-65.27,0.445764
1KAC_131,12.38,1KAC,0,50.66743,0.608810902,0.326869726,0.010279951,0.233,536.327,290.375,2.133,1.528,0.0027,-68.32,0.75351
1KAC_132,14.15,1KAC,0,-23.9849,1.169111848,0.03409034,0.007439546,0.2274,242.845,150.44,1.189,1.487,-0.0606,-34.64,1.006009
1KAC_133,14.91,1KAC,0,-49.491922,0.823487043,0.821465313,0.005353992,0.2361,154.568,114.118,-17.014,2.043,-0.1792,-42.57,0.910861
1KAC_134,14.46,1KAC,0,-23.504715,1.044633389,0.172298193,0.010279951,0.234,559.282,249.322,-5.29,0.607,-0.1332,-67.92,0.776172
1KAC_135,15.34,1KAC,0,-23.518,1.024242043,-0.086742446,0.00166314,0.2274,234.928,143.247,1.654,1.68,-0.1874,-30.82,0.954213
1KAC_136,17.03,1KAC,0,22.70882,1.166380882,0.260944843,0.009428131,0.2274,207.912,98.165,-8.725,4.561,-0.112,-47.09,0.622773
1KAC_137,16.55,1KAC,0,79.79534000000001,0.910775185,0.379467785,0.016534705,0.2274,631.005,239.554,-1.523,0.494,-0.0148,-53.6,0.500673
1KAC_138,12.9,1KAC,0,40.52597,1.601854324,-0.076376066,0.005787781,0.2787,987.538,384.114,1.02,-1.103,-0.1653,-66.65,0.376924
1KAC_139,17.18,1KAC,0,-38.66926,1.577415943,-0.508315325,0.003767035,0.2274,-63.2266,41.249,-10.403,1.046,-0.0253,-26.65,0.875905
1KAC_140,13.76,1KAC,0,12.465619999999998,1.492262363,0.433282644,0.005615621,0.2451,704.965,262.396,-6.714,0.873,0.0616,-64.25,0.878087
1KAC_141,12.43,1KAC,0,-32.016026,0.612221003,0.293622226,0.003172689,0.2274,226.688,90.313,-4.876,1.031,-0.1525,-24.69,0.895021
1KAC_142,13.99,1KAC,0,73.57144,1.039618254,-0.461574107,0.010279951,0.2274,658.291,128.679,-11.999,-0.67,-0.0927,-55.17,0.557226
1KAC_143,14.23,1KAC,0,42.71834999999999,0.40002048,0.505441546,0.010279951,0.2274,556.314,173.644,-10.128,-0.196,-0.0588,-64.34,0.806815
1KAC_144,15.72,1KAC,0,7.14539,1.447262406,-0.047944587,0.006982396,0.2518,521.428,200.695,-4.597,-2.315,-0.0365,-53.62,0.608944
1KAC_145,11.41,1KAC,0,6.587079999999999,0.28667748,0.03478073,0.010186614,0.2373,1000.63,396.845,-3.802,0.306,-0.2343,-52.31,0.739285
1KAC_146,13.5,1KAC,0,12.911970000000002,1.662576437,-0.200048089,0.004481001,0.301,1198.82,405.781,-7.137,-3.949,-0.1359,-71.29,0.539747
