PDB,label,PID,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,PIsToN,GNN-DOVE,DeepRank-GNN,dMaSIF
3CEW-model-51-neg,0,3CEW,76.29612,-601.87,-35.396,-86.663,-1.211,-1.9155,-311.57,4.821955,1.753868103,0.3333,0.007928461,-0.277797908
3CG8-model-57-neg,0,3CG8,-63.3415,-106.626,4.522,5.567,-1.919,-0.0319,5.81,0.735686,1.72513032,0.3086,0.007527748,0.639215469
3CG8-model-68-pos,1,3CG8,-109.0572,86.0972,35.711,-20.504,4.118,-0.3218,-26.02,1.201034,0.692081511,0.2421,0.007469704,0.452101797
3CHW-model-1-pos,1,3CHW,-236.9869,-49.3371,-2.479,-7.736,-2.915,-0.0869,32.13,0.377521,-1.879069686,0.3016,0.010279951,0.885650754
3CHW-model-84-neg,0,3CHW,-70.54399,-366.182,-10.577,-43.81,6.602,-0.4606,-78.36,1.826032,1.930891275,0.2274,0.009047139,0.4371683
3CJX-model-35-neg,0,3CJX,-67.84936,144.399,60.758,-33.763,44.589,-0.2689,-41.55,1.406756,0.786177099,0.3037,0.010279951,0.692394137
3CJX-model-5-pos,1,3CJX,-101.79548,-195.371,-1.842,-52.858,41.015,-0.2751,-39.72,1.527712,1.059840679,0.283,0.019478813,0.355958581
3D1M-model-1-pos,1,3D1M,-130.92703,-65.3136,-1.281,-7.315,-0.575,-0.0001,27.68,0.372922,1.839004636,0.2274,0.010279951,-0.821742773
3D1M-model-84-neg,0,3D1M,-47.58979,-238.634,-4.523,-9.245,-0.098,-0.363,-23.42,0.938841,1.918578744,0.2338,0.006547406,-0.093573205
3D4G-model-51-neg,0,3D4G,-84.5457,237.093,78.398,24.837,-8.82,0.0874,43.07,0.095038,1.961689115,0.2274,0.004041548,-1.047180176
3D4G-pos,1,3D4G,-113.006,-221.633,-5.074,-20.651,4.256,-0.2803,-37.98,1.225623,0.630740941,0.2274,0.004931147,2.413110733
3DA7-model-54-neg,0,3DA7,-14.03186,175.736,17.007,0.014,-2.759,0.0252,15.9,0.3596,1.810101509,0.2323,0.009068698,-0.047861032
3DA7-model-70-pos,1,3DA7,-78.15082,-87.1116,10.011,-30.43,2.562,-0.2606,-16.54,0.591614,-0.188953757,0.2957,0.009391573,0.082769595
3DCA-model-1-pos,1,3DCA,-323.4249,16.132,-0.693,-20.678,25.045,-0.245,-20.61,0.809005,-1.902145267,0.2054,0.010279951,2.479020357
3DCA-model-67-neg,0,3DCA,-72.28104,-621.228,-29.379,-91.365,86.337,-0.8218,-221.34,3.954649,0.021439672,0.3228,0.010279951,0.183373138
3DCL-model-35-pos,1,3DCL,107.87749,-18.1902,11.433,1.041,-1.607,-0.1185,20.07,0.499801,-1.826262116,0.3043,0.004546477,-1.35537684
3DCL-model-69-neg,0,3DCL,-28.164383,-122.435,16.367,-17.708,1.207,-0.2237,-2.45,0.747243,1.954599261,0.3268,0.004806291,-1.167876601
3DGP-model-46-pos,1,3DGP,-38.33159,-157.105,-2.264,-12.457,3.07,-0.1681,-4.22,0.655258,1.031559825,0.3049,0.006803202,0.815040231
3DGP-model-9-neg,0,3DGP,-29.58816,-52.7386,-1.545,-5.202,-0.25,-0.0361,-6.76,0.455773,1.830524206,0.2343,0.010781147,0.929298699
3DJP-model-1-pos,1,3DJP,-355.0688,-152.147,0.507,10.802,3.552,-0.1263,21.01,1.074745,-1.881357431,0.1641,0.100781552,2.573344946
3DJP-model-2-neg,0,3DJP,-34.10134,-614.79,-31.14,-51.158,7.575,-1.0795,-152.02,3.281486,1.929633737,0.3427,0.007488655,1.864896178
3DKU-model-28-pos,1,3DKU,-81.04646,-172.564,32.413,-29.667,22.422,-0.2578,-15.66,0.996369,0.873131871,0.2316,0.006471946,1.081478596
3DKU-model-31-neg,0,3DKU,-53.09632,-210.936,2.148,-49.829,24.189,-0.2404,-20.79,1.065015,1.435998917,0.242,0.00795012,-1.495082259
3DQQ-model-3-pos,1,3DQQ,-119.8897,34.397,23.702,-13.679,2.919,0.026,-10.72,0.79525,-1.522416115,0.2274,0.008952861,2.083436489
3DQQ-model-30-neg,0,3DQQ,-75.98668,-388.131,-7.835,-36.951,10.534,-0.3566,-55.9,1.963282,1.484041572,0.2904,0.005675291,-1.499998212
3DSN-model-1-pos,1,3DSN,-162.89576,284.706,23.78,-2.862,-4.467,-0.0456,-3.09,0.357155,-1.632615447,0.2834,0.204302147,2.081493855
3DSN-model-66-neg,0,3DSN,-56.87793,-276.559,-18.319,-23.792,2.015,-0.6193,-139.1,1.958051,1.940549135,0.264,0.005567077,0.452611417
3E05-model-13-neg,0,3E05_,968.6103,-7.96349,15.844,-8.868,-4.898,-0.0727,1.51,0.443774,1.930528998,0.3539,0.005552047,-0.915660441
3E05-model-41-pos,1,3E05_,2896798.4460500004,-83.5028,27.64,-21.29,-4.38,-0.2407,-15.01,0.909339,1.394076228,0.297,0.005488905,0.847300828
3E1Z-model-100-neg,0,3E1Z,-45.5840129,-54.2622,15.582,-5.009,4.119,-0.0575,13.95,0.449485,1.852671981,0.2274,0.006290285,-0.333781511
3E1Z-model-8-pos,1,3E1Z,-92.55012,-156.881,6.701,-21.853,5.852,-0.2776,-17.02,1.084543,-1.533581257,0.2613,0.008069072,-0.394172311
3E2K-model-19-pos,1,3E2K,-157.2348,-82.7222,-1.937,-8.484,0.235,-0.0319,-7.59,0.770103,-0.326642513,0.3946,0.087585047,0.931716621
3E2K-model-99-neg,0,3E2K,-48.46065,1063.63,209.41,-41.448,14.812,-0.4521,-68.2,1.368643,1.580193281,0.2674,0.010279951,-0.654690742
3E2L-model-5-pos,1,3E2L,159.20148,-76.8288,-1.174,-11.979,4.885,-0.0628,4.14,0.454671,-1.076857328,0.3994,0.175720304,1.654018998
3E2L-model-85-neg,0,3E2L,72.76631999999998,294.132,35.752,-42.751,17.933,-0.3001,-20.92,1.151011,1.937097073,0.2801,0.009287775,-0.334428489
3E2U-model-3-pos,1,3E2U,-52.34505,-83.8431,-0.957,-24.079,5.133,-0.0924,2.36,0.605476,0.188176155,0.2532,0.010279951,0.617247105
3E2U-model-95-neg,0,3E2U,-46.66715,-171.045,-3.417,-29.715,4.94,-0.2081,-18.38,0.695845,1.318244696,0.3052,-0.001257455,0.385943115
3E9M-model-1-pos,1,3E9M,-148.35352,-111.682,-0.076,-10.108,-0.252,-0.0719,7.11,0.589674,-1.653439283,0.2274,0.007165522,3.096156836
3E9M-model-94-neg,0,3E9M,-57.26872,-380.331,-10.423,-36.314,4.301,-0.3,-66.06,1.456261,1.88662827,0.2274,0.003948234,-0.955186546
3ECY-model-12-neg,0,3ECY,-76.29918,21.4094,22.096,-9.384,12.6,-0.1201,-22.57,0.687509,1.038942814,0.3234,0.007692813,-0.805538356
3ECY-pos,1,3ECY,-109.74,-457.667,-25.232,-59.649,24.066,-0.8366,-175.42,3.307396,-1.793459177,0.5842,0.010279951,1.359219313
3EDP-model-5-pos,1,3EDP,-94.228,178.539,69.269,13.51,-4.495,-0.0607,44.66,0.326261,-1.470999002,0.2274,0.00899452,2.528149128
3EDP-model-80-neg,0,3EDP,-52.4143,-193.647,-1.062,-24.077,6.751,-0.4171,-47.73,1.546191,1.94885385,0.2612,0.006365443,-0.308797657
3EHU-model-6-pos,1,3EHU,-60.87486,-30.4395,1.133,-4.53,-0.763,-0.0406,-10.97,0.45169,0.5134238,0.3233,0.010279951,1.172893167
3EHU-model-84-neg,0,3EHU,-42.913121,-33.4581,-3.807,-23.754,5.59,-0.2012,-31.26,1.43405,1.292622805,0.3157,0.004240755,0.768941343
3EMJ-model-100-neg,0,3EMJ,-39.65718,-28.6172,-0.52,-5.627,6.278,0.1762,-9.46,0.67091,1.767598391,0.3066,0.012554399,-0.158847794
3EMJ-model-2-pos,1,3EMJ,-93.02074,-240.496,-7.59,-42.555,9.176,-0.3435,-53.43,1.395319,-0.173270345,0.3827,0.029462285,1.925105572
3EN0-model-1-pos,1,3EN0,-242.6318,79.7827,20.876,-9.682,-2.302,-0.0756,-1.27,0.412607,-1.902572274,0.2171,0.010279951,2.987203836
3EN0-model-64-neg,0,3EN0,-67.39997,-284.378,-20.916,-44.763,10.687,-0.8792,-128.43,2.375636,1.942314744,0.2274,0.006937217,-1.071527362
3ENT-model-1-pos,1,3ENT,-330.5759,-52.4703,5.922,-12.513,4.489,-0.0447,-1.8,0.539527,-1.87377727,0.2088,0.548991859,3.313638449
3ENT-model-100-neg,0,3ENT,-48.75812,-873.804,-26.27,-111.061,39.606,-0.9202,-243.75,4.289415,1.749361873,0.3009,0.006628533,-1.911173582
3EPZ-model-28-neg,0,3EPZ,-60.385463,634.309,56.765,-7.574,4.825,0.065,6.92,0.709457,1.866989374,0.3278,0.004988461,-0.98504734
3EPZ-model-35-pos,1,3EPZ,-80.10729,-229.591,1.328,-14.385,6.253,-0.1611,-20.58,0.81955,0.797183216,0.2274,0.030343834,2.388170481
3EUK-model-17-pos,1,3EUK,-99.1327,206.92,51.344,-19.589,5.543,-0.2432,-13.55,0.580878,0.119081259,0.2888,0.006227194,1.10006237
3EUK-model-50-neg,0,3EUK,-84.04834,-207.639,5.185,-38.287,9.716,-0.3144,-22.11,1.289683,1.841854811,0.3011,0.004656012,-1.25715971
3EYD-model-10-neg,0,3EYD,139.86528,16.9931,6.948,-6.145,1.153,-0.1699,-27.62,0.690061,0.140119553,0.3282,0.263842344,0.728617013
3EYD-model-7-pos,1,3EYD,19.59171,-39.663,-0.08,-2.84,0.993,-0.1757,-21.28,0.525668,0.30613184,0.3008,0.015964661,0.093316846
3F5N-model-1-pos,1,3F5N,-108.9036,350.376,69.171,54.174,-4.024,-0.072,43.63,0.296206,-0.479925871,0.2274,0.005532257,1.069797993
3F5N-model-18-neg,0,3F5N,-62.4615,-264.394,-6.619,-7.714,1.074,-0.4032,-36.92,1.358858,1.46344316,0.2726,0.003628469,-0.855958402
3F74-model-18-pos,1,3F74,-61.9976,92.421,32.304,-6.886,-0.685,0.0416,17.27,0.293143,0.123414397,0.2274,0.002885114,-0.109177455
3F74-model-91-neg,0,3F74,-59.9421,-103.206,-2.741,-13.979,0.922,-0.2285,-4.58,0.431543,1.673350453,0.2274,0.006224107,0.492862284
3FCG-model-1-pos,1,3FCG,-196.6848,-71.1571,0.533,-17.099,8.416,-0.125,0.75,0.495402,-0.714115262,0.5167,0.019107614,0.705585003
3FCG-model-85-neg,0,3FCG,-69.77716,-520.486,-18.986,-68.575,26.629,-0.6675,-124.61,1.990612,0.821486175,0.2656,0.00601326,0.448075086
3FD4-model-4-pos,1,3FD4,-105.06816,-13.7247,5.308,-18.533,14.198,-0.1566,-17.01,0.804389,-0.873216629,0.2274,0.009702854,2.03441
3FD4-model-6-neg,0,3FD4,-103.5086,-257.205,-3.569,-39.229,22.077,-0.3312,-49.07,1.620784,1.939615607,0.2816,0.004933472,0.088830188
3FFU-model-59-neg,0,3FFU,-37.99622,-79.1296,-1.107,-10.221,2.481,-0.1386,-3.77,0.836779,0.691930771,0.234,0.005913185,1.953841686
3FFU-model-63-pos,1,3FFU,-58.34504,-153.332,-3.019,-28.53,1.642,-0.3403,-50.88,1.283226,-0.125171542,0.2337,0.007714455,2.754301786
3FG8-model-2-pos,1,3FG8,-133.4429,-18.2166,22.497,-4.663,2.443,-0.1158,-2.26,1.286128,-1.214276075,0.2953,0.010279951,2.058013916
3FG8-model-81-neg,0,3FG8,16.01296,-200.848,-6.798,-38.999,5.188,-0.2255,-37.44,1.070393,1.750288963,0.3037,0.016295461,0.186586708
3FHC-model-1-pos,1,3FHC,-144.3723,2.60711,-0.075,26.114,-6.551,0.0706,52.62,0.040643,-0.299557567,0.2274,0.00557341,-0.453166574
3FHC-model-57-neg,0,3FHC,-34.5842,-283.513,-2.523,-31.099,-4.097,-0.2868,-30.65,1.186103,0.363761187,0.2274,0.00489144,-1.361878395
3FJS-model-24-pos,1,3FJS,-41.16244,140.791,18.24,3.909,-0.447,0.0044,-7.25,0.435305,0.964628816,0.2864,0.010279951,0.96167624
3FJS-model-88-neg,0,3FJS,0.7039199999999965,-105.332,12.635,-35.726,8.224,-0.219,-47.38,1.148524,1.441868782,0.2274,0.006596733,-1.296171427
3FJU-model-66-pos,1,3FJU,-78.05733,-96.3047,-1.702,-7.021,3.697,-0.0732,14.74,0.452124,1.165356398,0.2274,0.006907278,0.681643307
3FJU-model-76-neg,0,3FJU,-45.04587,-99.7917,-2.111,-14.198,2.576,-0.2388,-2.51,0.672018,1.945108294,0.2533,0.004999373,0.190753087
3FL1-model-1-pos,1,3FL1,-256.4008,22.2482,9.699,-2.205,-0.288,-0.0251,-3.01,0.521153,-1.487053633,0.2251,0.010279951,1.39485085
3FL1-model-48-neg,0,3FL1,-76.21645,-436.649,-18.504,-44.357,6.681,-0.6489,-103.76,2.02626,1.767248392,0.2946,0.007135357,-0.335457951
3FLP-model-21-neg,0,3FLP,-65.5749,-49.0541,4.772,-5.488,-0.137,-0.105,-11.08,0.828282,1.613550663,0.2427,0.027485866,-1.120155334
3FLP-model-75-pos,1,3FLP,-60.1091,-130.94,6.054,-13.859,2.853,-0.3192,-36.25,1.514561,-0.87532568,0.2457,0.004559627,3.148917437
3FPU-model-1-pos,1,3FPU,-237.3978,-32.8505,3.874,-7.583,5.594,-0.1879,-4.48,0.4563,-1.864769936,0.2758,0.050758865,1.50804472
3FPU-model-6-neg,0,3FPU,-56.17484,-392.34,-15.857,-58.829,3.943,-0.6086,-135.15,2.295524,1.919366837,0.2864,0.008388001,0.284413546
3FSN-model-61-neg,0,3FSN,-72.994359,60.1102,10.746,-3.475,15.919,0.0933,38.38,0.337516,1.93131423,0.254,0.004598888,-1.048497677
3FSN-model-93-pos,1,3FSN,-100.23008,-53.0065,19.103,-23.538,-0.66,-0.0893,-0.97,0.896936,1.792146802,0.2296,0.004599298,-0.524809003
3FYF-model-92-pos,1,3FYF,-71.78951,-103.188,10.682,-1.105,-1.983,-0.2217,-13.94,1.187262,1.957983136,0.27,0.009047788,0.891117632
3FYF-model-95-neg,0,3FYF,-79.8956,-138.798,0.618,-15.39,1.345,-0.2009,-5.1,0.823221,1.957274795,0.335,0.007524313,-0.087936915
3GBU-model-23-neg,0,3GBU,-46.876,861.711,68.089,27.45,-4.459,0.0766,55.33,0.1811,1.959595561,0.2274,0.005913633,-1.447841883
3GBU-model-40-pos,1,3GBU,-123.1114,1792.53,242.715,-25.637,9.489,-0.2321,-12.91,1.05547,-1.092541456,0.2426,0.008264767,2.321092844
3GMW-model-1-pos,1,3GMW,-148.63479,-20.9711,6.444,3.352,-3.797,-0.0291,10.17,0.484304,-1.121892333,0.5643,0.250810266,1.32016468
3GMW-model-49-neg,0,3GMW,-87.0354,-412.278,-9.257,-42.872,8.984,-0.6657,-68.7,2.200402,1.954797983,0.3016,0.006589548,-0.995731652
3GNJ-model-100-pos,1,3GNJ,-50.12478,-53.8403,-1.695,18.252,-5.191,-0.0527,24.02,0.158521,1.933027983,0.2577,0.009036826,0.052001532
3GNJ-model-39-neg,0,3GNJ,-52.27943,-24.6448,-0.578,13.021,-0.894,0.0299,6.12,0.159768,-0.032075047,0.2308,0.003303778,0.297663331
3GQH-model-1-pos,1,3GQH,-172.843,-132.789,12.934,-30.616,16.144,-0.2399,-14.99,1.193859,-1.80024147,0.3387,0.097186014,1.191570163
3GQH-model-11-neg,0,3GQH,-82.65908,-418.887,-11.891,-72.161,19.625,-0.4584,-84.93,2.056358,1.003267765,0.2903,0.008258151,-0.279485613
3GRW-model-42-pos,1,3GRW,-133.1855,-47.8662,-1.052,11.186,-2.945,-0.0013,19.4,0.387406,-1.648316503,0.2958,0.67550391,1.350828528
3GRW-model-56-neg,0,3GRW,-52.36664,-138.131,25.567,-43.087,12.223,-0.3524,-60.15,1.26925,1.912635684,0.2459,0.00447524,-1.018409133
3GZ8-model-36-pos,1,3GZ8,-61.5289,71.485,21.337,-28.164,12.084,-0.1046,-23.33,0.841384,1.914708138,0.3008,0.006840023,0.156659037
3GZ8-model-42-neg,0,3GZ8,-2.49816,229.442,32.247,-17.968,7.426,-0.2689,-20.6,0.611302,1.393307924,0.2769,0.007005776,-1.618134618
3GZE-model-28-neg,0,3GZE,-19.930852,-56.3764,-0.739,-8.242,0.445,-0.0349,-6.64,0.232928,0.654652476,0.2659,0.008218202,1.123028159
3GZE-model-61-pos,1,3GZE,-23.07455,7.20769,29.752,-7.701,0.494,-0.018,-5.99,0.229639,0.733934522,0.279,0.00290316,1.78063798
3GZR-model-1-pos,1,3GZR,-370.9653,-62.5877,-1.911,-6.195,1.126,-0.0838,-20.27,0.525601,-1.858258367,0.5981,0.011730594,1.671372771
3GZR-model-59-neg,0,3GZR,-61.51491,-338.982,-19.135,-55.776,26.9,-0.661,-143.99,3.059328,0.674812376,0.2366,0.002192911,-0.528701186
3H35-model-1-pos,1,3H35,-143.2891,22.8546,21.114,-19.345,0.493,-0.146,-8.41,0.724272,-1.447183728,0.3923,0.050432049,1.203884602
3H35-model-28-neg,0,3H35,-23.83929,-281.437,-8.961,-44.862,10.581,-0.4149,-54.64,1.943798,1.509096742,0.2327,0.008329269,-0.682495534
3H6S-model-54-pos,1,3H6S,-40.20735,-137.697,2.705,-7.581,1.672,0.0611,-8.08,0.644015,0.80984354,0.3089,0.005545253,0.429834247
3H6S-model-97-neg,0,3H6S,-66.8355,-125.515,-1.493,-19.392,1.814,-0.2431,-14.46,0.674816,1.37406373,0.3,0.006442541,0.242438585
3H8D-model-1-pos,1,3H8D,-117.50912,-95.1951,11.668,-32.285,8.072,-0.1605,-34.59,0.864781,-1.833375096,0.6115,0.062476549,2.204673529
3H8D-model-5-neg,0,3H8D,-54.87222,-308.822,-10.63,-41.39,11.691,-0.359,-66.82,1.290248,1.107447147,0.4813,0.006073684,-0.670853734
3H9G-model-49-pos,1,3H9G,-27.26642,34.9923,4.28,12.234,-0.304,0.0177,20.14,0.174504,0.82671392,0.2824,0.004640905,1.021232367
3H9G-model-70-neg,0,3H9G,-10.579675,-76.673,-1.31,0.653,5.514,-0.0701,5.87,0.501082,1.845267415,0.3052,0.003343437,-0.079741903
3HCG-model-1-pos,1,3HCG,-126.65502,-55.9499,-0.78,-5.601,0.345,-0.1378,20.05,0.420565,-0.019966364,0.2361,0.033220548,1.291449666
3HCG-model-70-neg,0,3HCG,-65.49522,-225.222,-7.415,-40.986,13.817,-0.1965,-17.72,0.998649,1.941875577,0.3002,0.005510051,-1.176390171
3HF5-model-1-pos,1,3HF5,-371.1185,-68.6997,-1.026,-9.765,4.119,-0.1268,14.74,0.46538,-1.92197299,0.5402,0.013743185,1.798724294
3HF5-model-27-neg,0,3HF5,-49.76857,-656.85,-31.653,-74.573,26.341,-1.2564,-275.92,4.907893,1.934181094,0.2895,0.003708139,-0.536998034
3HHJ-model-26-pos,1,3HHJ,-72.94068,-85.0332,7.891,-20.926,7.614,-0.0617,-18.41,0.754938,0.630839467,0.2329,0.076377049,1.577696562
3HHJ-model-37-neg,0,3HHJ,-83.94756,-118.075,3.374,-38.078,14.205,-0.1963,-13.13,0.960031,1.634818435,0.2462,0.012334819,-3.923565865
3HLN-model-6-pos,1,3HLN,-104.9365,-48.7325,18.789,-14.147,4.216,-0.0606,4.05,0.368924,0.05563724,0.3039,0.028773107,0.62863332
3HLN-model-86-neg,0,3HLN,-75.19776,570.71,143.394,-31.304,13.351,-0.3743,-21.8,1.49035,1.934520841,0.354,0.007771187,-0.90351963
3HMK-model-1-pos,1,3HMK,-122.1405,6.42376,26.466,-30.625,9.553,-0.1732,-24.59,0.908935,0.874585152,0.2568,0.008095041,3.031012774
3HMK-model-2-neg,0,3HMK,-87.58514,-194.48,-6.595,-32.65,13.446,-0.3096,-28.02,1.012644,1.864705563,0.2583,0.00690926,0.234208092
3HN6-model-34-pos,1,3HN6,-101.76369,64.9126,17.717,23.204,1.723,0.0438,12.56,0.508122,1.865558743,0.2606,0.007548979,0.463161677
3HN6-model-40-neg,0,3HN6,-80.48002,-93.3099,-2.104,-11.569,2.962,-0.1629,-4.73,0.816655,1.921108603,0.2274,0.00818025,-1.637861729
3HO5-model-21-pos,1,3HO5,-136.2717,-76.3107,3.973,17.949,-2.828,0.056,41.19,0.377507,-0.596561193,0.2651,0.004995592,-0.320867658
3HO5-model-30-neg,0,3HO5,-38.97316,-137.685,-5.737,-15.087,0.093,-0.1975,-47.08,0.755507,1.950973511,0.2945,0.005388256,0.152013183
3HPN-model-1-pos,1,3HPN,-172.40158,-118.612,-1.398,-3.9,-1.349,0.1055,15.02,0.351578,0.333655477,0.5293,0.054638576,2.04429388
3HPN-model-26-neg,0,3HPN,-73.4266,-251.73,-9.523,-17.587,-0.902,-0.6526,-39.33,1.57053,1.776815534,0.2274,0.006530881,-1.045464039
3HQR-model-1-pos,1,3HQR,-219.3824,-124.5,2.916,-24.055,6.124,-0.1418,-19.81,0.355513,-1.89985764,0.2534,0.02187572,1.663107038
3HQR-model-73-neg,0,3HQR,-61.94907,-463.821,-14.374,-61.202,12.783,-0.491,-157.96,2.223974,0.878103614,0.3221,0.007543607,0.676215291
3HT2-model-1-pos,1,3HT2,-321.8482,160.425,21.628,-2.25,0.058,0.0047,19.3,0.5378,-1.891174436,0.5728,0.010804264,2.776233435
3HT2-model-72-neg,0,3HT2,-3.29204,-554.072,-20.887,-70.152,19.955,-0.8224,-113.91,3.219584,1.947213054,0.295,0.008385425,-3.320653915
3HTR-model-1-pos,1,3HTR,-218.42242,-70.629,1.896,-7.47,-0.933,0.0064,-15.68,0.451796,-1.863327622,0.4048,0.006412583,0.545224071
3HTR-model-73-neg,0,3HTR,-71.31603,-190.882,-16.17,-17.112,-1.447,-0.5638,-81.77,1.924866,1.853831172,0.26,0.009728644,-0.187386945
3I2B-model-26-neg,0,3I2B,-56.03488,1459.11,43.514,-18.82,2.563,-0.1372,-8.7,0.765699,0.844723165,0.3802,0.008540349,-0.525122046
3I2B-model-56-pos,1,3I2B,-86.89718,682.057,-3.385,-12.246,-1.94,-0.1182,-0.07,0.973501,-1.638599157,0.2702,0.010279951,-0.330639809
3I5V-model-53-neg,0,3I5V,-60.1423,-11.389,-1.056,-1.232,-3.141,-0.0378,26.88,0.351632,1.92996347,0.2274,0.004971384,-0.430703402
3I5V-pos,1,3I5V,-209.811,-58.2523,-3.224,12.483,0.395,-0.0824,-3.53,0.746472,1.832561255,0.2274,0.002818246,-0.277341068
3I84-model-4-pos,1,3I84,-26.28821,158.384,15.996,12.592,0.38,0.0153,0.75,0.296908,-0.264852166,0.2365,0.009040411,1.481346607
3I84-model-44-neg,0,3I84,321.22226,-129.084,10.934,-13.206,5.603,-0.2426,-54.8,1.172984,1.743321896,0.2878,0.035385773,-1.58269453
3ISM-model-29-neg,0,3ISM,2791211.165,4.12601,22.211,4.521,1.893,-0.1095,2.86,0.596829,1.717146397,0.2274,0.003789823,0.298693359
3ISM-model-5-pos,1,3ISM,1607.27832,-193.85,-2.824,-32.342,8.814,-0.2885,13.7,1.084465,1.287042618,0.3041,0.006940031,1.432202458
3JRQ-model-1-pos,1,3JRQ,-132.319,-93.6755,0.953,-3.808,0.103,-0.1046,45.1,0.200605,-0.007345796,0.2274,0.010279951,2.138074398
3JRQ-model-60-neg,0,3JRQ,-48.35028,-268.615,-7.455,-43.862,7.206,-0.2791,-49.91,1.908504,0.825545371,0.2385,0.004543748,-1.445213437
3JUY-model-74-neg,0,3JUY,-56.455,-53.2994,-0.4,15,-3.006,-0.0728,-0.78,0.512285,1.759496927,0.2274,0.005124306,-1.701506615
3JUY-pos,1,3JUY,-119.734,-151.784,-4.822,-22.156,2.725,-0.3179,-6.51,0.736927,1.022754908,0.2662,0.010279951,0.428287357
3JVC-model-2-pos,1,3JVC,-78.60358,-79.6043,3.125,-18.938,-1.42,-0.0773,-0.87,0.814498,0.457671046,0.3272,0.010279951,1.0046134
3JVC-model-69-neg,0,3JVC,-44.97952,-188.84,-4.64,-17.499,5.252,-0.1822,-19.18,1.001307,0.225399613,0.2347,0.010279951,-0.062875673
3JVZ-model-1-pos,1,3JVZ,-136.832,49.4499,32.497,-10.365,0.251,-0.0368,29.49,0.814968,-1.892442107,0.2274,0.006193108,0.565343738
3JVZ-model-27-neg,0,3JVZ,-79.78841,-367.429,-6.622,-78.568,9.74,-0.3377,-74.58,2.062019,1.955863118,0.2347,0.010214471,-0.981969774
3JZA-model-2-pos,1,3JZA,-109.85076,-78.0536,0.779,6.203,-1.138,-0.0102,45.1,0.602564,1.832421184,0.2486,0.007670357,1.537966371
3JZA-model-62-neg,0,3JZA,-32.29354,-62.7235,31.01,-18.945,-1.666,-0.1575,-19.74,1.334036,1.941487789,0.3746,0.004354704,-0.822574556
3K25-model-38-pos,1,3K25,-98.07574,166.509,38.788,11.863,-1.27,-0.0435,39.2,0.668962,0.448688149,0.6001,0.004407085,1.509441733
3K25-model-78-neg,0,3K25,-66.6086,-174.272,2.34,-33.118,5.369,-0.3241,-23.91,1.232062,1.867849708,0.2274,0.004481162,-1.095194697
3K3C-model-1-pos,1,3K3C,-286.4473,4.97466,12.822,-6.915,2.594,0.0214,-9.12,0.710855,-1.935394287,0.2263,0.165021732,1.421182036
3K3C-model-8-neg,0,3K3C,-72.74601,-452.093,-26.193,-69.93,25.818,-0.6665,-183.82,2.93051,1.935971498,0.2846,0.003429601,0.163590804
3K4W-model-27-pos,1,3K4W,-83.85154,-75.2392,-0.084,-27.566,8.814,-0.1701,-3.56,0.50222,1.595638037,0.2274,0.008481865,1.333075047
3K4W-model-51-neg,0,3K4W,-73.75447,-155.25,-3.631,-20.887,12.088,-0.2191,-4.77,0.711937,1.516938925,0.2274,0.007516281,0.68602711
3K9M-model-1-pos,1,3K9M,-137.31344,-86.7952,-1.79,12.296,-7.386,-0.1671,6.88,0.199674,-1.416300654,0.4027,0.092394218,1.648416281
3K9M-model-88-neg,0,3K9M,-62.0633,-307.745,-8.031,-42.967,0.167,-0.6,-84.24,2.007699,1.068424225,0.3513,0.006868102,-1.033331037
3KDG-model-1-pos,1,3KDG,-180.4387,364.069,35.187,8.623,-3.124,0.1596,25.87,0.446511,-1.843374968,0.4347,0.010279951,3.045120001
3KDG-model-58-neg,0,3KDG,-109.8346,-385.334,-12.346,-62.569,30.557,-0.6739,-93.51,3.017735,1.952256083,0.3455,0.004652909,0.167684734
3KLQ-model-43-neg,0,3KLQ,-39.9767,188.652,-0.731,9.019,-2.563,-0.0525,9.46,0.223778,1.951507092,0.2351,0.006501105,-0.590673625
3KLQ-model-94-pos,1,3KLQ,-72.16509,51.4752,9.986,4.421,-4.507,-0.0346,7.4,0.349874,1.957598567,0.2698,0.006252805,-0.788694441
3KMH-model-22-pos,1,3KMH,-11.75575,-136.997,-3.3,-5.302,3.397,-0.2118,2.18,0.917189,0.38013792,0.234,0.004773465,1.369538188
3KMH-model-93-neg,0,3KMH,-39.29073,-76.7787,47.392,-14.227,6.125,-0.5135,-11.89,1.096604,1.961205721,0.2274,0.004563188,-0.991800547
3KQZ-model-1-pos,1,3KQZ,236.84792000000007,-112.523,5.385,49.082,-2.598,-0.1148,-6.52,0.435226,-1.833269596,0.2848,0.010279951,0.576776505
3KQZ-model-87-neg,0,3KQZ,-116.8699,-340.155,-13.07,-33.716,-0.133,-0.4425,-75.3,1.687065,1.937397122,0.2274,0.005150744,-1.52156949
3KW5-model-1-pos,1,3KW5,-145.40021,11.3744,7.54,-10.791,-6.359,0.0524,6.66,0.338348,-1.839668036,0.3243,0.268660605,2.611926794
3KW5-model-8-neg,0,3KW5,-54.7174,-322.156,-10.901,-34.485,6.292,-0.3684,-106.46,1.77449,1.925552726,0.2609,0.003370652,-0.095811829
